review,sentiment
"4- Hepsiburada'ya, KVK'ya, Turkcell'e, Vodafone'ye Sövesim geldi sövmedim. BlackBerry'e sövesim geliyor, sövmicem. Ben o Noel'inde ... 
",0
"""O kadar yoruldum ki, artık hiçbir şeye şaşırmıyorum.. Ve umrumda değil hiçkimse, ne halim varsa görmekle meşgulüm.""	
",0
"434,00 tl ödemeyi nasıl yapacağım acaba süperonline a içime oturur ya 
",0
"45dk da anca anlatabildim derdimi sonunda sistemimizde problem var dediniz. Saka misin?? 
",0
"4ceker turkcell sanirim bi tek benim oldugum yerlerde cekmiyo.. 
",0
"50tl yakıt alıyoruz 50dakika kazanmak için şifre yolluyoruz. Sonra mesaj geliyor arama yapıyoruz kontör gidiyor nerde kazanılan dk 
",0
"6 7 ay oldu rahatladim. Korkulu ruya gormektense uykusuz kalirim. 
",0
":s bide heryerde 4 çeker diyorlar.. 
",0
"@5sekerlicola çocuğun emo olurda klavyesinde q w tuşları bozulur bunalıma girer umarım.  Gece gece günah lan can bu da.	
",0
"@Gorkemozden_17 gece gece paylaşmak zorunda mıydın bunu	
",0
"@Julietasdf gece gece bu yapılır mı be :)	
",0
"@Kalimdor2682  yapacak birşey yok. Ne sandilar o mükemmel insanlar ? Susacagimi mi ? Haksiz miyim abi ?	
",0
"""Sebepsiz yere bakiyesini düşüreyim de üzülsün fakir."" -Turkcell 
",0
"@Melissa_C33 melis naptın cnm gece gece beni mahvettin	
",0
"@SeriSrife : #MutluluğunTekFormulü ölüm uykusuna yatmak? 
",0
"@aygt1 : RT @gezginn55: #MutluluğunTekFormulü nedir bilmem. Hicbirimz bu kareyi görmek istemiyoruz Ama bu çocuklar cehennemi yaşıyor @gezginn55 
",0
"@demetezberci ne tam hasta olup yatak dösek yatiyorum ne iyilesebiliyorum arada sıkıstim :)) grip gibi bahar nezlesi gibi	
",0
"@diyet_bozan Siz her gece benim başıma bela mısınız ya? Bütün hayallerimi yıktınız!!!	
",0
"@fatihportakal #yetmiyor yazmak #yetmiyor ne yapalım biz http://t.co/1vHQ2sWYou 
",0
"@favlayankopek @busraarpagus  DANİNO YEMEK ZEKASIZLIKSA BEN ZEKASIZIM		
",0
"@jajlafzen güzel şimdi uyu. Yemek yeme koca götlü olursun, sigara içme ölürsün(acı çekerek)		
",0
"@kacsaattoldu İslamiyet in kime ne faydası olmuş şimdiye kadar! Hangi ülkeye mutluluk getirmiş!	
",0
"@kozo1967 isyanlardayım gece çalışmaktan nefret ediyorum be kenks	
",0
"""Tamam artık ohh iyi gidiyo hayatım” diyorum. Sonra bir yıkılmalar, efendime söyleyeyim hayatın beni bir bozmaları filan.	
",0
"@mavisevenben rakı kadehinde ki son yudum gibiydi mutluluk. İctik ve bitti.	
",0
"@mxrat @edAsdfga Abi bırak. Elin ayağın titriyor, şekerim düştü bir şey yemem lazım deyip kaldırıma oturuyorsun. Duygusallık bu değil.	
",0
"@nimetgonulal1 @66serdargokhan bizde bir tünel 3 defa açıldı normaldir	
",0
"@no1wantstohearu güzel yemek yapan hain arkadaşınıza komplo kurmadan önce bol bol yemeğini yiyin bu da bir atasözümdür		
",0
"@raziyeyukseel gece iki ulan Allahsiz işimiz gücümüz yok senle mi konuşak	
",0
"@sussanafayise Mutluluk çok uzaklarda zaten..	
",0
"@uyuyanguzeel bu gece gözüme çok batıyosun :f	
",0
"@uyuyanguzeel gece gece taşak mı geçiyon ne diyon aQ:d	
",0
"@zeynnnnnnnnnn insanın haddini bilmesi erdemdir. Ben de haddimi bilmeliyim artık, yok bir daha mutluluk filan.	
",0
"Abim kendine bi yemek masasi hazirladi sanarsin yillardir yemek yemiyor aq genetik abi bu istah		
",0
"""Turkcellden başka mesaj atanım yok ya"" diyenler, olm az susun. Turkcell gene düşünceli, Avea nerdeyse hiç atmıyo. Yalnızlıktan ölücem. 
",0
"Abla gece gece neden uyuma diye uyanduruyosun ki -.-	
",0
"Abvsdfghjl akşam bunun yüzünden yemek yemedim ben pis iğrenç @damla_atamer @Obeybi_SEVVAL		
",0
"Allah belani versin , bikmadin mi durduk yere surekli para almaktan ?! 
",0
"Ama sen nerden bileceksin 	
",0
"Aminakoyim gece gece ne öfkelendim	
",0
"Arkadaşlar fazla yemek yemiyim dedikçe daha çok yiyorum daha çok kilo alıyorum arkadaşlar yakında beni yuvarlarsınız artık bi zahmet ✋		
",0
"Artık etrafımda gelişen olaylara ne haliniz varsa görün tarafından bakıyorum.	
",0
"Artık nefes alsan dalga geçecek bir nesil yetişiyor	
",0
"Ay su kadin resmen gece gece sinirimi bozdu :D 	
",0
"Aykırı anlamlar arayıp durma  	
",0
"""Verilen sure icinde belgelerinizi tamamlamadiginiz icin hattiniz aramalara kapatilmistir"" diyen  e koca bi alkış istiyorum 
",0
"Bahar Temizliği; Yorgunluğun en büyüğü 	
",0
"Bahar alerjisi, sinuzit ve grip birlesti caresizlikten oksijen makinasina baglicam kendimi :/	
",0
"Bahar geldi ve ben hastayım 	
",0
"Bahar nezlesi kış nezlesi amk nezlesi. Bi git benden	
",0
"Bana sen olmadikca mutluluk haram	
",0
"Batman Güney kent Mahallesi'nde bir evde piknik tüpünün patlaması sonucu  15 yaşındaki Salih Demir, ağır yaralandı.	
",0
"Bazen ayrılık canınızı o kadar acıtır ki hiçbir zaman yüreğinizden yok olmaz…	
",0
"Bazende sorumluklarımla yüzleşmek yerine yemek yiyorum		
",0
"Belki kendim kasiniyorum ya da ole denk geliyo ama gece gece beynime kan sicratmak nedir ya yemin ediyorum ciglik atarak kacicam	
",0
"Ben bişey yapmadım senin hatan baba dolaba pasta birakilirmi gece gece	
",0
""" Bugün de mesaj atmadın.. kesin başka biri var 
",0
"""arkadaşımın telefonunda sevgilisinin adını TURKCELL diye değiştirdim gelen msjları okumadan siliyor ayrıldı... 
",0
"Ben galiba bahar depresyonuna girdim ya. Ya daha bahara gireli 20 Dakka oldu depresyonuna girecek vakti nasıl buldum ki?!	
",0
"Ben her gece ağlaya ağlaya sana kızarak uyudum. Ve her sabaha seni en başından severek uyandım. Bu canımı nasıl yakıyor biliyor musun?	
",0
"Ben onu bulana kadar aradım, ve bulduğum zaten geçmişi sildim. Fırsatçılık yapmaya çalışanlar (o kendini biliyor) SİE!!! gece gece ya	
",0
"Beni balık etli kadın yalanına inandırdınız hunharca yemek yemeye başladım. Evde kalırsam hepinizi keserim.		
",0
"Bi gece de rahat uyusam ya amk	
",0
"Bi gün pişmanlık kapını çalarsa benden çaldığın mutluluk gelsin aklına	
",0
"Bi turkcell düşünüyo zaten :S 
",0
"Bi turksel bi de dijiturkten cektigim kadaaar ....... : 
",0
"Bi uyarsaydın hani turkcell! :s 
",0
"Bilin bakalım kim dişlerini fırçaladıktan sonra yemek yedi http://t.co/AAwWQKY7nP		
",0
"""hayat paylaşınca güzel"" derken;ugg'lı,taytlı,dudaklarınızı büzerek poz verdiğiniz,altında can yücelin şiiri olan fotoğrafları kastetmiyoruz 
",0
"Biliyorum yaptıklarım(ki nerdeyse hiçbir şey) #yetmiyor , ama napalım be zalimin kızı ? 
",0
"Bir aydır istisnasız gece acıkıyorum yemek yiyorum biri daha bana gelip '' kilo al bencaa yaa'' derse onuda yicem.		
",0
"Bir dediğin diğeriyle tutmuyor gelmişsin bana dürüstlükten bahsediyorsun. Yat zıbar allah aşkına gece gece güldürdün	
",0
"Bir gece daha kaybetim...	
",0
"Bir günde 3 sınav beynim yandı üstüne ezber anladık TEOG var da böyle iskence yapilmaz ki	
",0
"Bir günümde iyi geçsin ya	
",0
"Bir kediyi kafasından okla vurup öldürdükten sonra poz veren bir kadın veteriner, fotoğrafı internetten paylaşınc...  #GeceGunduzTakipvar	
",0
"Bir kere olsun adresi şaşırda bana uğra be mutluluk..	
",0
"Bir sure stabil devam ettin ama su an sacmaliyorsun Turkcell 
",0
"Bir yazar olarak senaryoyu nasıl bu kadar zayıf yazmış anlayamadım. Konu sevilir veya sevilmez ama en azından tutarlı olur 
",0
"""iPad'ler gümrükte takıldı kusura bakmayın"" diye mazeret üreten dandik operatör bittabii #Turkcell dir. 
",0
"Bir şey bekliyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.	
",0
"Birgün pişmanlık kapını çalarsa, bana vermediğin mutluluk gelsin aklına.	
",0
"Biz neden uyuyamiyoruz birisi aciklasin bunu belediyenin cop kamyonu soforleri gibiyiz ak gece gece dolaniyoruz	
",0
"Boyuna mazota,benzine gelen zami ,hunharca tırmanan doları dusunuyo insan,bir tatlı huzur bulamıyor ki	
",0
"Bu aralar tek aktivitem; eve yorgun gelip, 10 gibi kıyafetlerimle mükemmel bir uyku çekip, gece 2'de uyanıp normal insan uykusuna geçmek.	
",0
"Bu gece ben öldüm	
",0
"Bu gece buraların hic tadı yok	
",0
"Bu gece de gereksiz olmuş	
",0
"Bu gece de kendimi düşüncelerle boğarak uykumu kaçırmayı becerdim.	
",0
"Bu gece hiç bişey güzel deyil	
",0
"""Şubat ayı kaç yılda bir 29 çeker?"" sorusuna ""1 yılda"" ya da ""4 ayda"" diye cevap veren süper zekaları da kutluyorum 
",0
"Bu gece twde kafa insanlar yok	
",0
"Bu gece uyuyamıyorum nedense .d	
",0
"Bu gece şiir yazıcam evlatlarım bir ozan gibi bir şayir gibi dertlerimi haykırıcam	
",0
"Bu gidişle hiçbir şeyin yolunda gideceği yok.	
",0
"Bu hayatta en yakınım dediğin insan bile seni üzebiliyorsa bırakalım mutluluk kenarda kalsın	
",0
"Bu nedir arkadaş.. 
",0
"Bugün de mesaj atmadın.. kesin başka biri var 
",0
"Bugün kıyafetlerim ve ayakkabılarımda bahar temizliği yaptım anladım ki ben adam olmam bütün param çula çabuta gitmiş	
",0
"Bunun adı film ise, biz her gün bunlardan 7-8 tane çekeriz.Türk sineması adına üzüldüm. 
",0
"Böyle gece mi olur amk	
",0
"#2012istekleri  Turkcell den kurtulmak bir an önce, şart oldu -alışkanlıklar bir kenara artık - 
",0
"Bütün gece ağlamaktan helak olup ertesi gün hiçbir şey olmamış gibi güne devam eden canlıya kadın denir...	
",0
"Büyüyünce geçer dedikleri mutluluk bence	
",0
"Bırak sevgiliyi yemek yemeye bile zaman ayıramıyorum çok yoğun bu aralar.		
",0
"CemreBurak Ağız şapırdatarak yemek yiyenlerin ağzına kaşık sokasım geliyor.		
",0
"Doların artışı(dolar aldığım için)beklediğim hedefte değil bu bana #yetmiyor  .hadi dolar!!!!! bana kızmayın.hukumetin suçu. 
",0
"Dostlarda olmasa gerçekten çekilecek yanın yok gece. Evlat olsan sevilmezsin	
",0
"Dışarıda şiddetli esen rüzgar sanki bir çatıyı alip benim uyuduğum odanın penceresinden girip kafamı koparacakmis gibi bir gece 	
",0
"EEvet lan :D  ama abi türkcell cok kazık 
",0
"Ekonomi o kdar kötü durumda ki devlet sürekli sınav yapıyor ve sınav ücretlerni artırıyor.Demek toplanan paralar bütçeyi düzeltmeye #yetmiyor 
",0
"En kötüsü de, sms olmadığı zaman telefonum defalarca öter. Olduğu zaman ise,  sadece turkcell kontürlerimi yemek için kampanyalar sunar. 
",0
"#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!! 
",0
"En kısa zamanda turkcell den bosanıcam 
",0
"En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:) 
",0
"Erol büyükburç'u ne zaman bir reklamda görsem Shubuo Turkcell reklamları aklıma geliyor.Zamaninda ne başarısız bir kampanya idi. 
",0
"Evet daha hızlı diye evimize ulaştınız ama daha 20 mbit in 4 ün üzerine çıktığını göremedik. 
",0
"Eğer düzenli olarak küfür etmek istiyosan ttneti seçebilirsin 
",0
"Eğer hattınız turkcell ise yalnız değilsiniz demektir. Yoksa hergün düzenli olarak kim mesaj gönderir. 
",0
"FAZLA ÖDEDİĞİM FATURAM HALA TURKCELL TARAFINDAN GERİ ODENMEDİ MŞT.HİZ ALDIĞIM CEVAP EFENDİM BİZ BU KONUDA YARDIMCI OLAMİYORUZ 
",0
"Film bir dizinin bir bölümü gibiydi. 
",0
"Film olarak çok zayıf kalmış, bir yönetmenin yapması gerekenlerin hiçbirini yapamayarak projesine sahip çıkamamış. 
",0
"Filmin başı çok güzel ama ortalara doğru sıkıyor gereğinden fazla uzamış o kısım ya da doldurulamamış. 
",0
"#3kelimeyle2011 Gemicik altıncık amerikacik 
",0
"Gece 12-1 maç mı olur amk	
",0
"Gece de sessizlik, icim de bir burukluk, yuregimde huzun... Kelimeler sancili, cumleler yetersiz...	
",0
"Gece gece "" o şortlu fotoğraf ne amk "" mesajıyla uyandım. Hiç hoş değil 	
",0
"Gece gece #azerbulbul yikasim gelir	
",0
"Gece gece bakkaldan sipariş vere vere jilet istedim ya la 	
",0
"Gece gece bana yine geldiler	
",0
"Gece gece bu ne laaan ortaklık ayağa kalkti allahtan bugün gitmemisim sainte :D	
",0
"Gece gece burun kanamasına kalktım o kadar şiddetli yani	
",0
"Gece gece bölümleri tekrar izleyip ağlamakta üzerime yok #LeylaİleMecnun	
",0
"Gece gece dolabı yedim be	
",0
"#3kelimeyle2011 Turkcell beni uzdu. 
",0
"Gece gece gelen dis agrisindan daha buyuk bi aci olamaz, bilin istedim :(	
",0
"Gece gece here comes to rain again çalış triplere sokuyolar adamı.	
",0
"Gece gece kanıt dizisi mi izlenir lan korkarım uyuyamam	
",0
"Gece gece sıkıldım aq	
",0
"Gece gece uyunur mu malmısınız siz.	
",0
"Gece gece yine faşist zihniyet kaplamış twitter'ı.	
",0
"Gece geç saatte eve gelince golden retrivırların, eve hırsız giriyormuşçasına havlayıp milleti uyandırması desem? :(	
",0
"Gece gökte yıldızlar da dinleyin dertlerimi	
",0
"Gece gündüz hastane..primer acil..  önce sağlık.. sağlıklı geceler 	
",0
"Gece herkese gecede ben günlerdir uykusuzum... #KazımKoyuncu	
",0
"#3kelimeyle2011 askerlik, ayrılık, işsizlik 
",0
"Gece oldu mu her yeri her yeri yak.  #sehabe	
",0
"Gece pes oynayanları kıskanıyorum 	
",0
"Gece uzun uykusuz	
",0
"Gece yenen abur cubur tatlı tuzlu meyve karmasının yan etkileri sabah tuvaletten çıkamayıp artık ayakların uyuşması küçük çaplı felç 	
",0
"Gece çalan telefonları hiç sevmem	
",0
"Geride pişmanlıklar varsa , huzur içinde ölemezsin .	
",0
"Geriye sevemeyen bir kalp kaldı https://t.co/NIMGtWxc4j	
",0
"Geçmişte kalmış mutluluk	
",0
"Git hadi git ciğerim yanıyor, son gece bu beni sevsen ne olur.	
",0
"Gitsen de bir, kalsan da bir.	
",0
"#3kelimeyle2011 ocağımı kuruttun 
",0
"Göklerde kartal gibiydim,kanatlarımdan vuruldum,mor çiçekli dal gibiydim,bahar vaktinde kırıldım :( http://t.co/RW733PQeXf	
",0
"Görmemişin gözlüğü olmuş tutmuş onu gece bile takmiş yemin ederim fikra gibiler #ütopya	
",0
"Gün geçmiyor ki bir gece daha uyuyamayalım.	
",0
"Gündüz geçiyor bir şekilde, çareye ihtiyacı olan gece.	
",0
"Gündüz uyuyunca gece de mal gibi kalıyom burda. Yapcak bişey de yok yani uyku da yok. Napacağuk şimdi :(	
",0
"Hahah gece gece ağlanacak halimize gülüyoruz  http://t.co/JPp5iA7rZP	
",0
"Halil Sezai dinle gece gece, bil ki depresyona giriyon	
",0
"Halime bu gece çuval gitmiş. Bu giyiniş konuşmasını da etkilemiş. on cümle söyledi bir tanesinin bile anlamı yoktu.	
",0
"Haram olan bişeyden mutluluk beklersen hayat sana koskoca bir nah çeker işte	
",0
"Hayatımda eksik olan bisi  var. Mutluluk ilk sırada.	
",0
""" Dur mesaj atalimda heyecan yapsinlar "" - TURKCELL - "" Senin ben amina koyim "" - Sevgilisinden mesaj bekleyen genc - 
",0
"#3kelimeyle2011 turkcell işine geleni duyuyorsun! 
",0
"Hem şarkıyı dinleyip hem de sözlerini eleştirmende mütiş ekşın gece gece 	
",0
"Hep bir şeyler eksik oluyor insanın hayatında. Hiçbir zaman tamamlanmayan şeyler.	
",0
"Hep yalnız kalmak olsun alın yazımda ama bilemezler ki ben her gece senin hayalinle uyuyorum.	
",0
"Her gece Kanıt denen sikko programı izlerken uyuyorum. Bi sabah kalkıp bütün evi öldürücem aq	
",0
"Her gece aynı rüyadan uyanmaktan ben usandım	
",0
"Her gece ki gibi bu gecede sancak	
",0
"Her gece uyuyamamaktan gün boyunca herşeye gülmeye çalışmaktan bıktım nerde bunun çaresi?	
",0
"Her kızda mutluluk aranmaz paşa ;dddd	
",0
"Her sabah lenslerimi takmak ve her gece lenslerimi çıkarmak bana acı veriyor	
",0
"Hicbisey anlamadigim aklima gelince konulari bitirmenin verdiği mutluluk da gidio:-|	
",0
"#BiKezOlsun huzursuzluk degil huzur olsun hayatimda..	
",0
"Hiç bir mutluluk sana kavuşmanın tadını vermiyor.	
",0
"Hiç bisey sikimde degil bu gece	
",0
"Hiçbir acının geçtiği falan yok. Sadece zamanla alıştığınız için artık görmezden gelebiliyorsunuz, hepsi bu.	
",0
"Hiçbir şey, hiçbir zaman yeterli olmayacak.	
",0
"Hiçbir şeydim, en azından öyle hissediyordum.	
",0
"Hobi olarak bütün gün yemek yemeyip bu saatlerde acliktan geberirim .		
",0
"Huzur o kadar zor bulunan bi şey ki ama insan varken kıymetini bilmiyo işte...	
",0
"Ice tea icip zeytin yemek ne kafasi acaba?? Mal miyiz ki?		
",0
"Isletme ogrencisine ancient Egypt diye ders koyana da, utanmadan sinavini yapana da guzelce sovdum bu gece...	
",0
"KAAC GECE AGLADIM, BOYLE GIZLICEEE	
",0
"#Blackberry kaynaklı 3G sorunu çözülmek bilmiyor.  de halledemedi, arkadaşlar çözmeye çalışıyor dedi.  nedir sorun? 
",0
"KMal mısın tabiki de gece gece yemek yiyorum 		
",0
"Kadikoyun ortasinda da 3G cekmiyorsa nerede cekecek, istanbulun gobegi kurtkoyde mi sevgili turkcell?! 
",0
"Kadinlar turkcell gibidir once vaad eder sonra çakar 
",0
"Kahretsin cok artistim turkcell bana espri yapiyoor :D 
",0
"Kamaşan gözü ovmak korneanın yapısını bozuyor: Bahar alerjisiyle birlikte artış gösteren göz… http://t.co/daJ6BGhtpj http://t.co/Z6PYHmWlFe	
",0
"Kamil Koç Turkcell'liler bir bilet alana bir bilet bedava kampanyası yapıyor.. Ama içeriğini bakınca sinir oldum.. 
",0
"Kamil Koç bi kampanya yapmış aç Turkcell ile beraber tam bir saçmalık.vay efenim yüzde 10 koltukta geçerli,yolkartsız kullanılamıyo bu ne ya 
",0
"Kanka ben Vodafone a geçicem Turkcell cok kazık gel beraber geceliim :) 
",0
"Kapanmaz gülüşünün açtığı yara  	
",0
"Karnım aç ama yemek yiyemiyorum saat geç olduğu için. Şişmanlık çok acı bi durum		
",0
"#BuKutudaNeVar  yayında inanılmaz VIZILTI var..teknik masa..lütfen çözün..... 
",0
"Kaç yaşına girersen gir mutluluk hep seneyedir. #şiirsokakta	
",0
"Kendimi eve kapatip surekli yemek yiyesim var :(		
",0
"Kendimizi kandırmayalım şimdi.. Dünyada herkese yetecek kadar mutluluk yok.	
",0
"Keşke bu kadar iyi tanımasaydım da gerçekleri bu kadar net göremeseydim dediğim bir gece daha..	
",0
"Kimsin lan sen gece gece özelden arayıp beni uykumdan uyandıran karaktersiz	
",0
"Kontör yükleyince yalakalik yapan turkcell gibi insanlar var. 
",0
"Kontörlü hattayken gizlice tırtıkladığın kontörlerimi unutmuyorum türkcell 
",0
"Kontür yüklemesem Turkcell'in mesaj atacağı yok hep benden bekliyor ilk adımı 
",0
"Kubat turkcell reklamının sonunu halkalı şekere bağlıyacak diye öylesine korkuyorum ki. 
",0
"Kubat'tan dinlediğim en saçma şarkı Turkcell'in ""Hayat Paylaşınca Güzel"" şarkısıdır. O ne lan.. 
",0
"#Sans yazin Turkcell'e gonderin, sonra faturanizda gorursunuz ne kadar sansli oldugunuzu.. Ben cok sansliymisim ama coooookk! 
",0
"Küçük ablamın kime çektiği konusunda hiç bir fikrim yok. Doğuştan memnuniyetsiz adam	
",0
"Kış boyunca hasta olmayıp bahar gelince hasta olan tugce yapmışlar  http://t.co/m4Yt4832oJ	
",0
"Levent Demirci'nin sakatlığı nedeniyle oynayamadığı karşılaşmada Esat Sinanoğlu iyi bir oyun ortaya koysa da Zirve'nin galibiyetine yetmedi.	
",0
"Londra gibi bir sehir de metrolar neden sadece gece 12ye kadar? :(	
",0
"Mutluluk bile acı veriyor, cünkü sonu var biliyorum.	
",0
"Mutluluk bir rüyadan ibarettir, yalnız adı vardır, onu bulmak kolay değildir.(Voltaire)		
",0
"Mutluluk bize haram aq	
",0
"Mutluluk bize kıçını dönmüş	
",0
"Mutluluk haram bize .	
",0
"Mutluluk mu kaldı şimdi bana ?	
",0
"#SedefeÇözümDrİlteberBahadır Hiç doğmamayı isterdim ama bir kere doğmuşum ölmek yasak.	
",0
"Mutluluk rakı kadehindeki son damlaydı. İçtik ve bitti.	
",0
"Mutluluk yanıma uğramaz oldu.	
",0
"Mutluluk Çorba Olsa , Ben Çatal Olurum Herhalde	
",0
"Mutluluk çok uzakta	
",0
